ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,oscat_1,oscat_2,oscat_3,qscat_1,qscat_2,qscat_3,size_1,size_2
0,0,0,2001258,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001259,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001260,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001261,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001262,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001263,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001264,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001265,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001266,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001267,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001268,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001269,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001270,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001271,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001272,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001273,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001274,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001275,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001276,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001277,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001278,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001279,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001280,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001281,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001282,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001283,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001284,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001285,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001286,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001287,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001288,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001289,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001290,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001291,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001292,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001293,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001294,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001295,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001296,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001297,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001298,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001299,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001300,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001301,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001302,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001303,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001304,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001305,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001306,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001307,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001308,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001309,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001310,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001311,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001312,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001313,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001314,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001315,-67.9,147.2,1,0,0,0,-67.9685,147.3554,1,15,11
0,0,0,2001316,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001317,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001318,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001319,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001320,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001321,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001323,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001324,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001325,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001326,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001327,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001328,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001329,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001330,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001331,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001332,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001333,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001334,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001335,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001336,-67.9,147.2,1,0,0,0,-67.9685,147.3554,1,15,11
0,0,0,2001337,-67.9,147.2,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001338,-67.9,147.2,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001339,-67.9,147.2,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001340,-67.9,147.2,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001341,-67.9,147.2,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001342,-67.9,147.2,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001343,-67.9,147.2,1,0,0,0,-67.9685,147.3554,1,15,11
0,0,0,2001344,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001345,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001346,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001347,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001348,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001349,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001350,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001351,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001352,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001353,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001354,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001355,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001356,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001357,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001358,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001359,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001360,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001361,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001362,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001363,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001364,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001365,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002001,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002002,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002003,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002004,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002005,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002006,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002007,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002008,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002009,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002010,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002011,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002012,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002013,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002014,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002015,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002016,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002017,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002018,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002019,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002020,-67.9,147.3,1,0,0,0,-67.9685,147.3554,1,15,11
0,0,0,2002021,-67.9,147.3,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002022,-67.9,147.3,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002023,-67.9,147.3,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002024,-67.9,147.3,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002025,-67.9,147.3,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002026,-67.9,147.3,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002027,-67.9,147.3,1,0,0,0,-67.9685,147.3554,1,15,11
0,0,0,2002028,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2002029,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
